Source,Target,Decision,Reason,NER_Status,tokens_src,tokens_tgt
jesus said that we must love god and also our neighbor.,"yesus, waaqayyoofi namoota akka jaallannu nu abboomeera.",KEEP,VALID,CONSISTENT,jesus said that we must love god and also our neighbor.,"yesus, waaqayyoofi namoota akka jaallannu nu abboomeera."
"rather than looking for some excuse for what you said or did, see this as an opportunity to develop positive qualities in yourself.","wanta dubbatte ykn hojjette tokkoof sababii dhiheessuu mannaa, kana carraa amalawwan gaggaarii itti horattu godhii ilaali.",KEEP,VALID,CONSISTENT,"rather than looking for some excuse for what you said or did, see this as an opportunity to develop positive qualities in yourself.","wanta dubbatte ykn hojjette tokkoof sababii dhiheessuu mannaa, kana carraa amalawwan gaggaarii itti horattu godhii ilaali."
what examples of courage have impressed you?,ija jabina argisiisuu ilaalchisee fakkeenyi si tuqe isa kami?,KEEP,VALID,CONSISTENT,what examples of courage have impressed you?,ija jabina argisiisuu ilaalchisee fakkeenyi si tuqe isa kami?
"by then, the imperial government may have begun to demand that christians perform the rituals of the state religion.","yeroo sana, bulchiinsi mootiidhaan geggeeffamu kiristiyaanonni sun waaqeffannaa mootii moototaarratti hirmaachuu akka jalqaban dirqisiisuu hin oolu.",KEEP,VALID,CONSISTENT,"by then, the imperial government may have begun to demand that christians perform the rituals of the state religion.","yeroo sana, bulchiinsi mootiidhaan geggeeffamu kiristiyaanonni sun waaqeffannaa mootii moototaarratti hirmaachuu akka jalqaban dirqisiisuu hin oolu."
the difference became apparent when the brothers presented their offerings.,obbolaan kun yommuu aarsaasaanii dhiheessan kaka'umsisaanii garaagaraa akka ta'e ifatti mul'iseera.,KEEP,VALID,CONSISTENT,the difference became apparent when the brothers presented their offerings.,obbolaan kun yommuu aarsaasaanii dhiheessan kaka'umsisaanii garaagaraa akka ta'e ifatti mul'iseera.
"paul expressed his unwavering confidence, saying in all these things we are coming off completely victorious through him that loved us.","far. phaawulos, waan nu irra ga'e hundumaatti garuu, karaa isa nu jaallatee mo'icha guddaa arganna jechuudhaan amanannaa cimaa qabu ibseera.",KEEP,VALID,CONSISTENT,"paul expressed his unwavering confidence, saying in all these things we are coming off completely victorious through him that loved us.","far. phaawulos, waan nu irra ga'e hundumaatti garuu, karaa isa nu jaallatee mo'icha guddaa arganna jechuudhaan amanannaa cimaa qabu ibseera."
we must maintain our appreciation for sacred things so that we will not be overpowered by fleshly desires and lose our spiritual inheritance.,"fedhii foonii keenyaan mo'amnee dhaalaa hafuuraa keenya akka hin dhabneef, dinqisiifannaa wantoota qulqulluu ta'aniif qabnu eegnee jiraachuu qabna.",KEEP,VALID,CONSISTENT,we must maintain our appreciation for sacred things so that we will not be overpowered by fleshly desires and lose our spiritual inheritance.,"fedhii foonii keenyaan mo'amnee dhaalaa hafuuraa keenya akka hin dhabneef, dinqisiifannaa wantoota qulqulluu ta'aniif qabnu eegnee jiraachuu qabna."
what about the language groups of the world today?,gareewwan afanii yeroo har aa jiran eessaa argaman?,KEEP,VALID,CONSISTENT,what about the language groups of the world today?,gareewwan afanii yeroo har aa jiran eessaa argaman?
"it could be argued, then, that the temptation to jump off the battlement of the temple involved a real action with real consequences adding a greater seriousness to this temptation than would be the case were it a mere vision.","qorumsi akka inni mana qulqullummaa irraa utaaluuf isaaf dhihaate dhugaa si'a ta'u, balaan inni geessisus dhugaa ta'a ture jechuun ni danda'ama kun immoo, qorumsi kun isa mul'ataan ta'u caalaa cimaa akka ta'u godha ture.",KEEP,VALID,CONSISTENT,"it could be argued, then, that the temptation to jump off the battlement of the temple involved a real action with real consequences adding a greater seriousness to this temptation than would be the case were it a mere vision.","qorumsi akka inni mana qulqullummaa irraa utaaluuf isaaf dhihaate dhugaa si'a ta'u, balaan inni geessisus dhugaa ta'a ture jechuun ni danda'ama kun immoo, qorumsi kun isa mul'ataan ta'u caalaa cimaa akka ta'u godha ture."
taliban insurgents attack two checkpoints in the kamdesh district in eastern afghanistan killing four afghan police officers,hidhaattoonni taalibaan bahaa afgaanistaanitti kan argamtu aanaa kamdeeshitti miseensota poolisii afgaan afur ajjeesuun buufata sakkatta'iinsa lama haleelan,KEEP,VALID,CONSISTENT,taliban insurgents attack two checkpoints in the kamdesh district in eastern afghanistan killing four afghan police officers,hidhaattoonni taalibaan bahaa afgaanistaanitti kan argamtu aanaa kamdeeshitti miseensota poolisii afgaan afur ajjeesuun buufata sakkatta'iinsa lama haleelan
he set a perfect example of zealous perseverance in the ministry.,tajaajilarratti hinaaffaa qabaachuudhaan fakkeenya guddaa nuuf ta'eera.,KEEP,VALID,CONSISTENT,he set a perfect example of zealous perseverance in the ministry.,tajaajilarratti hinaaffaa qabaachuudhaan fakkeenya guddaa nuuf ta'eera.
"b to whom should primary credit go for christ s rule, and how do you feel about what it will accomplish?",b wanta bulchiinsi kiristos raawwatuuf adda durummaadhaan galateeffamuu kan qabu eenyudha?,KEEP,VALID,CONSISTENT,"b to whom should primary credit go for christ s rule, and how do you feel about what it will accomplish?",b wanta bulchiinsi kiristos raawwatuuf adda durummaadhaan galateeffamuu kan qabu eenyudha?
"countless generations of believers have devoted endless hours to reading, studying, and analyzing some of the most famous writings ever produced those of the new testament, as the christian greek scriptures are commonly called.","amantoonni baroota dheeraadhaa kaasee jiraatan hedduun, barreeffamoota beekamoo caaffata qulqullaa oo afaan giriikii hanga har aatti kakuu haaraa jedhamuun beekaman dubbisuu, qayyabachuufi qoruudhaan yeroo dheeraa dabarsaniiru.",KEEP,VALID,CONSISTENT,"countless generations of believers have devoted endless hours to reading, studying, and analyzing some of the most famous writings ever produced those of the new testament, as the christian greek scriptures are commonly called.","amantoonni baroota dheeraadhaa kaasee jiraatan hedduun, barreeffamoota beekamoo caaffata qulqullaa oo afaan giriikii hanga har aatti kakuu haaraa jedhamuun beekaman dubbisuu, qayyabachuufi qoruudhaan yeroo dheeraa dabarsaniiru."
"also talk about challenges you face, ones that you especially need god s help to cope with.",rakkina isin mudatuufi gargaarsa waaqayyootiin mo'uu dandeessanirrattis waliin mari'adhaa.,KEEP,VALID,CONSISTENT,"also talk about challenges you face, ones that you especially need god s help to cope with.",rakkina isin mudatuufi gargaarsa waaqayyootiin mo'uu dandeessanirrattis waliin mari'adhaa.
phinehas was privileged to serve as a priest for god s chosen people.,fiinehaas luba ta'ee saba waaqayyoo filatamaa tajaajiluuf mirga argateera.,KEEP,VALID,CONSISTENT,phinehas was privileged to serve as a priest for god s chosen people.,fiinehaas luba ta'ee saba waaqayyoo filatamaa tajaajiluuf mirga argateera.
what an unforgettable day that was!,guyyaan sun matumaa kan irraanfatamu miti!,KEEP,VALID,CONSISTENT,what an unforgettable day that was!,guyyaan sun matumaa kan irraanfatamu miti!
they simplified their life to expand their ministry,"tajaajilasaanii bal isuuf, jireenyasaanii salphaa godhaniiru",KEEP,VALID,CONSISTENT,they simplified their life to expand their ministry,"tajaajilasaanii bal isuuf, jireenyasaanii salphaa godhaniiru"
"while jesus put the preaching work first in his life, what shows that he was balanced?","yesus jireenya isaa keessatti hojii lallabaatiif dursa kennaa kan ture ta'us, madaallii isaa eegaa akka ture wanti argisiisu maali dha?",KEEP,VALID,CONSISTENT,"while jesus put the preaching work first in his life, what shows that he was balanced?","yesus jireenya isaa keessatti hojii lallabaatiif dursa kennaa kan ture ta'us, madaallii isaa eegaa akka ture wanti argisiisu maali dha?"
"jesus was zealous in his efforts to spread the good news, and he inspired his followers with that same zeal for the kingdom.",yesus carraaqqii misiraachicha labsuuf godhurratti hinaaffaa argisiiseera duuka buutonnisaas mootummichaaf hinaaffaa akkasii akka qabaatan kakaaseera.,KEEP,VALID,CONSISTENT,"jesus was zealous in his efforts to spread the good news, and he inspired his followers with that same zeal for the kingdom.",yesus carraaqqii misiraachicha labsuuf godhurratti hinaaffaa argisiiseera duuka buutonnisaas mootummichaaf hinaaffaa akkasii akka qabaatan kakaaseera.
almost percent of the population are city dwellers.,uummata ishii keessaa gara dhibbeentaa kan ta'an magaalaa keessa jiraatu.,KEEP,VALID,CONSISTENT,almost percent of the population are city dwellers.,uummata ishii keessaa gara dhibbeentaa kan ta'an magaalaa keessa jiraatu.
modesty can also help us to keep conquering the evil with the good.,"kana malees, gad of deebisuun hamaa gaariidhaan mo'uu keenya itti fufuuf nu gargaaruu danda'a.",KEEP,VALID,CONSISTENT,modesty can also help us to keep conquering the evil with the good.,"kana malees, gad of deebisuun hamaa gaariidhaan mo'uu keenya itti fufuuf nu gargaaruu danda'a."
what is the purpose of all this work?,kaayyoon hojii kana hundaa maalidha?,KEEP,VALID,CONSISTENT,what is the purpose of all this work?,kaayyoon hojii kana hundaa maalidha?
"in the weeks prior to the memorial, he rereads these articles and meditates on the importance of this observance.","ayyaanicha kabajuuf torban muraasni yeroo hafu, mata dureewwan kana irra deebi'ee dubbisudhaan ayyaanicha kabajuun maaliif akka barbaachisaa ta'e irratti xiinxala.",KEEP,VALID,CONSISTENT,"in the weeks prior to the memorial, he rereads these articles and meditates on the importance of this observance.","ayyaanicha kabajuuf torban muraasni yeroo hafu, mata dureewwan kana irra deebi'ee dubbisudhaan ayyaanicha kabajuun maaliif akka barbaachisaa ta'e irratti xiinxala."
"nevertheless, it is evident that this event closely followed the enthronement of jesus christ in heaven in .","ta us, yesus kiristos bara tti mootii akkuma ta een darbatamuusaanii hubachuu dandeenya.",KEEP,VALID,CONSISTENT,"nevertheless, it is evident that this event closely followed the enthronement of jesus christ in heaven in .","ta us, yesus kiristos bara tti mootii akkuma ta een darbatamuusaanii hubachuu dandeenya."
all involved in the caregiving process can endeavor to make the experience as pleasant as possible.,obboloonni maanguddoota gargaaruurratti hirmaatan hundi ga'eesaanii kana gammachuudhaan raawwachuuf carraaquu qabu.,KEEP,VALID,CONSISTENT,all involved in the caregiving process can endeavor to make the experience as pleasant as possible.,obboloonni maanguddoota gargaaruurratti hirmaatan hundi ga'eesaanii kana gammachuudhaan raawwachuuf carraaquu qabu.
"why, the very fact that god has revealed his name to you shows that he wants you to draw close to him. james .",waaqayyo maqaa isaa si beeksisuun isaa akka ati isatti dhihaattu akka barbaadu argisiisa. yaaqoob .,KEEP,VALID,CONSISTENT,"why, the very fact that god has revealed his name to you shows that he wants you to draw close to him. james .",waaqayyo maqaa isaa si beeksisuun isaa akka ati isatti dhihaattu akka barbaadu argisiisa. yaaqoob .
"forced to live as fugitives, david and his men soon found themselves in dire need of food and drink as well as rest.","sam. , daawitiifi namoonnisaa baqattoota ta uudhaan jiraachuuf kan dirqaman yommuu ta u, waan nyaatan, waan dhuganiifi boqonnaa dhabanii rakkatanii turan.",KEEP,VALID,CONSISTENT,"forced to live as fugitives, david and his men soon found themselves in dire need of food and drink as well as rest.","sam. , daawitiifi namoonnisaa baqattoota ta uudhaan jiraachuuf kan dirqaman yommuu ta u, waan nyaatan, waan dhuganiifi boqonnaa dhabanii rakkatanii turan."
jesus gave that warning when discussing the sign that would mark the conclusion of this wicked system of things.,yesus akeekkachiisa kana kan kenne yeroo milikkita dhuma biyya lafaa isa hamaa kanaa dubbatetti ture.,KEEP,VALID,CONSISTENT,jesus gave that warning when discussing the sign that would mark the conclusion of this wicked system of things.,yesus akeekkachiisa kana kan kenne yeroo milikkita dhuma biyya lafaa isa hamaa kanaa dubbatetti ture.
why should you be interested in cultivating self control?,amala of to'achuu horachuudhaaf xiyyeeffannaa kennuu kan qabdu maaliifi?,KEEP,VALID,CONSISTENT,why should you be interested in cultivating self control?,amala of to'achuu horachuudhaaf xiyyeeffannaa kennuu kan qabdu maaliifi?
"however, to understand this matter properly, we must turn to god s word, the bible.","haa ta'u malee, dhimma kana sirriitti hubachuuf, kitaaba qulqulluu isa dubbii waaqayyoo ta'e qoruu qabna.",KEEP,VALID,CONSISTENT,"however, to understand this matter properly, we must turn to god s word, the bible.","haa ta'u malee, dhimma kana sirriitti hubachuuf, kitaaba qulqulluu isa dubbii waaqayyoo ta'e qoruu qabna."
few stop to think that such media images are no more than a reflection of the spirit of the world the dominant pattern of thinking that influences the majority of earth s billions and moves them to act in opposition to god s purpose for us.,"obboloonni muraasi jireenya qannoo ilaalchisee wanti karaa sabqunnamtii dhihaatu, hafuura biyya lafaa isa namoota biliyoonaan lakkaa amanirratti aboo qabuufi kaayyoo waaqayyoo wajjin walfaalleessu ta uusaa dagataniiru.",KEEP,VALID,CONSISTENT,few stop to think that such media images are no more than a reflection of the spirit of the world the dominant pattern of thinking that influences the majority of earth s billions and moves them to act in opposition to god s purpose for us.,"obboloonni muraasi jireenya qannoo ilaalchisee wanti karaa sabqunnamtii dhihaatu, hafuura biyya lafaa isa namoota biliyoonaan lakkaa amanirratti aboo qabuufi kaayyoo waaqayyoo wajjin walfaalleessu ta uusaa dagataniiru."
am i an effective minister?,ani tajaajilaa bu a qabeessadhaa?,KEEP,VALID,CONSISTENT,am i an effective minister?,ani tajaajilaa bu a qabeessadhaa?
"it robs me of sleep, impacts my health, affects the way i treat others, and sometimes makes me want to give up and crawl into a hole.","hirriba na dhowwa, fayyaa koo huba, akkaataan namoota itti qabu irratti dhiibbaa ni geessisa, akkasumas al tokko tokko abdii akkan kutadhuu fi namoota irraa akkan adda of baasu na godha.",KEEP,VALID,CONSISTENT,"it robs me of sleep, impacts my health, affects the way i treat others, and sometimes makes me want to give up and crawl into a hole.","hirriba na dhowwa, fayyaa koo huba, akkaataan namoota itti qabu irratti dhiibbaa ni geessisa, akkasumas al tokko tokko abdii akkan kutadhuu fi namoota irraa akkan adda of baasu na godha."
